input_file,features,mode,target_rule,count_column,correct_mass,max_accuracy_percent
"/home/eduardito/workspace/fbool-new/experiments/results/dataset.parquet","entanglement, entanglement_entropy, influence, spectral_entropy, repetitiveness, nolinearity, entropy, sensitivity, certificate_complexity, counting, degree","multiclass","min_gates","count",3095128176,72.064069
